realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,lng,lat,city,day_type
100.660881,Private room,FALSE,TRUE,2,FALSE,1,0,8,83,1,6.409754629,1.045117373,-0.03585,51.50153,london,weekend
173.5459662,Private room,FALSE,TRUE,2,FALSE,0,1,8,80,1,2.087153453,0.153699499,-9.148,38.73,lisbon,weekend
115.2596264,Private room,FALSE,TRUE,3,FALSE,1,0,9,92,1,2.999679532,0.662459779,12.53687,41.90863,rome,weekday
188.041756,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,71,0,2.460569047,0.051240845,2.33779,48.87638,paris,weekend
410.6291484,Private room,FALSE,TRUE,4,FALSE,0,1,10,90,1,4.993840243,0.3863092,13.361,52.494,berlin,weekday
370.7242054,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,9,88,1,0.911762606,0.221574561,2.358,48.864,paris,weekend
387.9671917,Entire home/apt,FALSE,FALSE,3,FALSE,0,0,9,88,0,3.453495162,0.118589645,2.3113,48.87131,paris,weekend
484.2016963,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,86,0,1.094466617,0.290464794,2.33813,48.85459,paris,weekend
491.0745784,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,4.915211013,0.323897687,-0.19458,51.49421,london,weekday
359.073539,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,100,1,1.955874635,0.318211388,2.37849,48.86115,paris,weekday
614.2231336,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,7,65,1,2.125954531,0.183379438,2.34754,48.87538,paris,weekday
329.413415,Entire home/apt,FALSE,FALSE,6,FALSE,1,0,10,94,2,1.878688618,0.364672353,12.48,41.904,rome,weekend
216.4634146,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,9,89,1,0.819604279,0.369622102,-9.13153,38.71615,lisbon,weekend
105.3001876,Private room,FALSE,TRUE,2,FALSE,1,0,9,93,2,4.807225265,3.800549515,-9.1935,38.70262,lisbon,weekend
340.9785214,Private room,FALSE,TRUE,2,FALSE,1,0,10,90,1,2.01436905,0.299003885,19.08001,47.49375,budapest,weekday
167.6897387,Private room,FALSE,TRUE,4,FALSE,0,0,9,93,1,1.99520313,0.534567274,-0.11749,51.52513,london,weekend
250.2753498,Entire home/apt,FALSE,FALSE,2,TRUE,0,1,10,100,0,0.964185491,0.490246051,23.73,37.968,athens,weekend
262.2230532,Entire home/apt,FALSE,FALSE,2,TRUE,0,0,9,96,0,0.218689409,0.555841334,13.41801,52.52518,berlin,weekend
415.8067542,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,96,2,0.815795952,0.652092933,-9.14878,38.714,lisbon,weekday
138.9637476,Entire home/apt,FALSE,FALSE,3,TRUE,0,1,10,100,1,1.850957853,0.296967811,23.733,37.959,athens,weekend
136.7674014,Entire home/apt,FALSE,FALSE,4,TRUE,0,0,10,96,1,1.420893252,0.221192456,19.07265,47.49581,budapest,weekday
596.7471339,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,100,1,2.137998199,0.316231717,2.35405,48.87578,paris,weekend
128.8835579,Private room,FALSE,TRUE,2,FALSE,1,0,9,86,1,9.158280144,4.029681599,-0.09538,51.4285,london,weekend
45.22766152,Private room,FALSE,TRUE,2,TRUE,0,1,9,100,1,2.504549984,0.707382786,23.73544,37.99812,athens,weekday
556.2219243,Entire home/apt,FALSE,FALSE,5,FALSE,0,1,8,78,1,2.221370833,0.585160067,-0.11336,51.49042,london,weekend
103.0127708,Shared room,TRUE,FALSE,2,FALSE,0,0,4,20,1,10.21629417,5.159006936,-0.00807,51.45477,london,weekday
491.0745784,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,100,2,7.157907053,2.073745241,-0.12057,51.44414,london,weekday
333.9721417,Entire home/apt,FALSE,FALSE,2,TRUE,1,0,9,97,1,1.243426235,0.304924728,13.434,52.52,berlin,weekday
115.3828077,Entire home/apt,FALSE,FALSE,4,TRUE,0,1,10,97,1,2.275694382,0.149585557,19.02606,47.50595,budapest,weekday
225.6097561,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,88,1,3.856738281,0.187364419,-9.14761,38.74656,lisbon,weekend
495.6397728,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,100,1,3.902777847,1.234702103,12.46754,41.87717,rome,weekend
267.89491,Entire home/apt,FALSE,FALSE,4,TRUE,0,0,10,95,2,1.03652186,0.321764419,19.06019,47.50696,budapest,weekend
192.9350359,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,2.399084162,0.22326618,2.385,48.853,paris,weekday
184.4257493,Entire home/apt,FALSE,FALSE,5,TRUE,0,1,10,99,2,1.625695323,0.430502933,23.717,37.974,athens,weekday
243.2659148,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,9,95,0,4.096542891,0.371335475,2.40533,48.84417,paris,weekend
381.0061384,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,9,86,2,7.479866677,0.39470659,-0.0259,51.53069,london,weekday
219.7034934,Private room,FALSE,TRUE,3,FALSE,0,1,9,88,1,1.693765239,0.423232434,2.15107,41.38173,barcelona,weekend
253.664695,Private room,FALSE,TRUE,2,FALSE,0,1,9,85,1,2.447021266,1.25474266,12.47303,41.89791,rome,weekday
364.4328456,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,2.634001497,0.217949098,2.32992,48.87486,paris,weekday
197.7939274,Private room,FALSE,TRUE,2,FALSE,0,0,10,93,1,7.488068304,0.991690644,-0.02061,51.51724,london,weekend
278.2347135,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,8,80,1,0.753771163,0.238432019,19.04743,47.50353,budapest,weekday
139.2913901,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,2.92025895,0.281857021,13.41002,52.49748,berlin,weekday
131.9617381,Private room,FALSE,TRUE,2,FALSE,1,0,10,97,1,2.598668681,0.37289214,2.1871,41.40669,barcelona,weekday
263.3677298,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,89,1,1.014855272,0.669660845,-9.15075,38.70959,lisbon,weekday
163.8083698,Private room,FALSE,TRUE,2,FALSE,1,0,9,91,1,1.6291536,0.137024544,2.37214,48.86371,paris,weekend
199.6754392,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,9,96,0,4.83718823,1.220975252,-0.06662,51.48722,london,weekend
213.6862039,Entire home/apt,FALSE,FALSE,2,TRUE,0,0,10,99,1,4.735432815,0.1782459,12.44617,41.90876,rome,weekend
684.3601454,Entire home/apt,FALSE,FALSE,3,FALSE,0,0,10,100,1,5.180292303,0.241060964,2.28728,48.87406,paris,weekend
99.56062447,Private room,FALSE,TRUE,2,FALSE,1,0,9,100,1,11.31867629,4.59725077,13.53388,52.45116,berlin,weekend
774.7287512,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,9,89,2,0.618875284,0.292499458,4.89572,52.37856,amsterdam,weekday
604.597755,Entire home/apt,FALSE,FALSE,4,TRUE,1,0,10,95,1,1.883152095,0.706728657,4.90042,52.35691,amsterdam,weekday
3081.834281,Entire home/apt,FALSE,FALSE,6,FALSE,1,0,10,100,3,1.334990706,0.128146252,2.33795,48.86356,paris,weekday
598.5559397,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,100,2,4.052273634,0.928294914,-0.13065,51.54469,london,weekday
115.0074085,Private room,FALSE,TRUE,2,FALSE,0,0,10,96,1,8.196012573,1.20758318,-0.18967,51.44572,london,weekend
740.5163575,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,8,60,2,6.320633859,0.119496883,2.267,48.851,paris,weekend
183.2503564,Private room,FALSE,TRUE,2,FALSE,0,0,10,96,1,1.331472505,0.521649706,16.38579,48.19971,vienna,weekend
124.5476336,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,93,0,0.747386462,0.425568092,19.0637,47.50056,budapest,weekend
737.2343168,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,95,2,2.306924299,0.700764906,4.9008,52.35304,amsterdam,weekend
216.9085852,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,96,0,1.6200335,0.297843979,16.36373,48.2215,vienna,weekday
239.6575649,Private room,FALSE,TRUE,2,TRUE,0,0,10,98,1,4.159321634,0.759441835,-0.07696,51.52839,london,weekday
329.946873,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,98,1,3.862820401,0.426038663,2.30877,48.87569,paris,weekend
84.60315976,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,15.96026829,7.555352386,13.61437,52.44597,berlin,weekday
173.4739205,Private room,FALSE,TRUE,2,FALSE,0,1,8,80,1,3.537995234,0.289643617,12.48105,41.87324,rome,weekend
556.6688415,Entire home/apt,FALSE,FALSE,2,TRUE,0,0,9,94,1,4.533855787,0.505117355,2.30315,48.83224,paris,weekend
486.958967,Private room,FALSE,TRUE,2,FALSE,0,1,4,80,1,2.123910012,0.415357147,4.89656,52.35426,amsterdam,weekend
525.2086109,Entire home/apt,FALSE,FALSE,6,FALSE,0,0,10,98,3,1.686552868,0.65269168,16.35557,48.21769,vienna,weekday
354.6462858,Entire home/apt,FALSE,FALSE,2,TRUE,0,1,10,91,0,5.695182182,0.516785635,2.28542,48.8821,paris,weekday
793.7627884,Entire home/apt,FALSE,FALSE,3,FALSE,0,0,9,97,1,6.112824294,0.602440639,-0.2034,51.4805,london,weekday
76.21630468,Private room,FALSE,TRUE,2,TRUE,1,0,10,97,1,5.363438378,1.775789782,12.45991,41.8644,rome,weekday
76.39491013,Entire home/apt,FALSE,FALSE,3,FALSE,0,1,5,20,1,1.502121938,1.096323872,23.74504,37.98673,athens,weekday
320.1219512,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,9,88,2,0.632925241,0.357086745,-9.14553,38.70903,lisbon,weekend
145.0565932,Entire home/apt,FALSE,FALSE,4,TRUE,0,1,10,95,1,1.75076021,0.279031687,23.71865,37.98411,athens,weekend
194.914462,Private room,FALSE,TRUE,2,TRUE,0,0,10,97,1,2.028892385,0.311391386,13.44573,52.51943,berlin,weekend
354.6462858,Entire home/apt,FALSE,FALSE,4,TRUE,1,0,10,100,1,7.561449149,0.351808128,2.25491,48.83519,paris,weekday
230.9868375,Private room,FALSE,TRUE,2,FALSE,0,1,10,99,1,0.921143634,0.241627676,12.49178,41.90363,rome,weekend
93.97042626,Entire home/apt,FALSE,FALSE,3,TRUE,0,0,9,96,1,1.475243465,0.793197038,23.73773,37.98872,athens,weekend
119.4399645,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,100,1,4.13427324,1.5626128,16.35711,48.17302,vienna,weekend
115.2596264,Private room,FALSE,TRUE,2,FALSE,1,0,10,80,1,7.231193611,2.146411505,12.50408,41.83579,rome,weekday
196.8457807,Entire home/apt,FALSE,FALSE,3,TRUE,0,0,10,100,1,1.409164607,1.078720843,23.742,37.964,athens,weekend
178.2763516,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,1.375817253,0.731753403,2.17724,41.39827,barcelona,weekday
491.6457713,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,95,1,2.125066419,0.563700717,4.91579,52.36012,amsterdam,weekend
133.3395824,Entire home/apt,FALSE,FALSE,2,TRUE,1,0,10,100,1,3.082997071,0.479488808,23.73,38.003,athens,weekend
178.2732426,Private room,FALSE,TRUE,2,FALSE,0,0,9,95,1,4.767744526,0.795592869,-0.05909,51.51195,london,weekend
394.2694213,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,100,0,1.97895414,0.409335719,13.4069,52.54021,berlin,weekday
283.5365854,Entire home/apt,FALSE,FALSE,3,FALSE,0,1,10,100,1,0.379359324,0.318250236,-9.13541,38.71324,lisbon,weekday
117.260788,Private room,FALSE,TRUE,3,TRUE,1,0,9,96,1,3.586362697,0.57507741,-9.15614,38.74199,lisbon,weekday
240.9835682,Entire home/apt,FALSE,FALSE,4,TRUE,1,0,9,96,1,2.701887086,0.599066817,16.36633,48.18472,vienna,weekday
321.7636023,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,100,0,0.960819044,0.654446834,-9.15021,38.70987,lisbon,weekday
240.3846154,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,95,2,4.779975523,3.86822879,-9.1923,38.70003,lisbon,weekday
220.1551837,Private room,FALSE,TRUE,2,FALSE,0,0,10,93,1,2.536652151,0.928699348,13.45392,52.52418,berlin,weekday
288.2659622,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,9,82,1,0.736598709,0.181485093,12.49352,41.90208,rome,weekend
190.073177,Entire home/apt,FALSE,FALSE,4,TRUE,0,0,10,99,1,3.970988706,1.044779709,12.45443,41.89959,rome,weekday
107.6454034,Private room,FALSE,TRUE,2,FALSE,1,0,7,80,1,1.663011813,0.543219178,-9.12214,38.71844,lisbon,weekday
875.8437404,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,10,80,2,5.987719737,0.680060431,-0.21035,51.52331,london,weekend
134.0577154,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,6.791074475,0.403353757,-0.13601,51.56913,london,weekend
247.418801,Private room,FALSE,TRUE,2,FALSE,0,1,10,88,1,3.795582392,0.215890368,-0.17679,51.49357,london,weekend
92.79872519,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,100,1,2.174190781,0.813043631,23.73952,37.99487,athens,weekend
211.3430888,Private room,FALSE,TRUE,2,TRUE,0,0,10,98,1,1.691750744,0.193876948,2.35777,48.87142,paris,weekday
172.7725434,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,100,1,2.961496316,1.514785968,12.471,41.888,rome,weekday
212.4765478,Entire home/apt,FALSE,FALSE,3,FALSE,0,1,10,82,1,0.566689834,0.331164982,-9.1336,38.71431,lisbon,weekday
328.548793,Private room,FALSE,TRUE,2,FALSE,0,1,9,90,1,5.761541582,0.447265654,2.27482,48.85011,paris,weekday
304.1744841,Private room,FALSE,TRUE,3,FALSE,0,1,10,95,1,0.262474083,0.209502882,-9.14226,38.71121,lisbon,weekend
403.1425891,Entire home/apt,FALSE,FALSE,6,TRUE,0,0,10,99,3,1.598636923,0.799275253,-9.158,38.713,lisbon,weekday
132.0356473,Private room,FALSE,TRUE,2,FALSE,0,1,9,87,1,1.078740543,0.31964672,-9.12726,38.71313,lisbon,weekday
90.47328101,Entire home/apt,FALSE,FALSE,3,FALSE,0,0,9,93,1,5.444469353,1.389742735,19.02701,47.45319,budapest,weekend
1413.540178,Private room,FALSE,TRUE,4,FALSE,0,0,10,95,4,2.528593495,1.472679288,4.86924,52.35582,amsterdam,weekend
368.9243214,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,98,1,2.127775074,0.422426467,12.47784,41.90674,rome,weekend
278.2179141,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,10,100,1,4.095047036,0.308467027,2.3982,48.83519,paris,weekend
172.7725434,Private room,FALSE,TRUE,2,FALSE,1,0,9,79,1,1.207105875,0.758450813,12.49373,41.90968,rome,weekend
112.9217029,Private room,FALSE,TRUE,3,FALSE,1,0,9,92,1,2.110345098,0.386624816,12.5083,41.88242,rome,weekday
780.3529164,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,100,2,2.702012126,0.623210096,4.89575,52.349,amsterdam,weekend
1375.385122,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,7,72,3,1.767394317,0.529369978,-0.14695,51.51858,london,weekend
399.9252039,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,10,95,2,1.246879791,0.24796496,16.35771,48.21201,vienna,weekend
116.1540619,Private room,FALSE,TRUE,2,TRUE,0,0,9,97,1,6.149231924,0.590586212,13.4496,52.47196,berlin,weekday
370.2841716,Private room,FALSE,TRUE,2,FALSE,0,0,9,94,1,0.331529031,0.252870426,2.16605,41.38702,barcelona,weekend
632.187963,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,90,1,6.149662084,0.300230696,-0.21471,51.51804,london,weekend
402.4963186,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,10,91,3,1.194297087,0.2326478,16.37767,48.21893,vienna,weekday
327.6266417,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,10,80,2,1.545043771,1.082665633,-9.1567,38.7085,lisbon,weekday
605.8467979,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,10,83,2,1.2153912,0.270637285,-0.13427,51.5184,london,weekend
1714.667354,Private room,FALSE,TRUE,4,FALSE,0,0,8,100,4,0.622147007,0.34317659,4.90161,52.37527,amsterdam,weekend
54.75395967,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,7.202459492,3.576575577,19.09519,47.44002,budapest,weekday
175.3066692,Entire home/apt,FALSE,FALSE,4,TRUE,1,0,10,98,1,1.532450656,0.699619561,19.034,47.5,budapest,weekday
173.6216166,Private room,FALSE,TRUE,2,FALSE,0,0,8,94,1,0.955076616,0.266029421,2.17864,41.3815,barcelona,weekday
205.9710565,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,100,2,1.459804758,0.873883566,12.503,41.914,rome,weekend
220.3888941,Private room,FALSE,TRUE,2,TRUE,0,0,10,98,1,4.306201968,0.409416299,13.38705,52.48916,berlin,weekend
247.7619615,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,9,100,0,4.658795305,1.560814484,16.316,48.225,vienna,weekend
103.8038015,Private room,FALSE,TRUE,2,FALSE,0,1,8,77,1,0.538432179,0.338687548,12.50155,41.90569,rome,weekday
324.6616647,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,85,2,4.732419067,0.309666208,16.3105,48.21402,vienna,weekday
201.7627943,Entire home/apt,FALSE,FALSE,3,FALSE,0,0,10,100,1,2.802850206,1.559589676,12.47159,41.89029,rome,weekend
409.9343823,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,8,83,1,3.217539232,0.224302354,-0.1729,51.51416,london,weekday
211.9052659,Private room,FALSE,TRUE,2,FALSE,0,1,9,86,1,9.504499383,0.341395647,-0.164,51.426,london,weekday
133.0278447,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,9,91,1,2.654194435,0.162890547,12.53,41.889,rome,weekend
265.5260267,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,70,0,2.170192326,0.371736471,16.39788,48.21944,vienna,weekend
251.1726079,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,8,83,0,0.38215646,0.382932417,-9.144,38.712,lisbon,weekend
132.1678813,Entire home/apt,FALSE,FALSE,6,FALSE,1,0,8,100,1,0.975922832,0.621452265,23.73828,37.98405,athens,weekend
371.0131332,Entire home/apt,FALSE,FALSE,6,TRUE,0,1,10,98,2,0.42677253,0.306319124,-9.14433,38.71348,lisbon,weekday
123.0038336,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,5.243241425,2.49205447,-0.07218,51.47627,london,weekend
110.3113022,Private room,FALSE,TRUE,3,TRUE,0,0,10,99,1,9.249315877,0.400612872,13.30109,52.56766,berlin,weekday
289.8685805,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,100,1,5.627345887,0.324911308,2.27755,48.86661,paris,weekday
458.8536889,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,90,0,4.02838289,0.738777389,-0.17496,51.4875,london,weekend
208.2551595,Entire home/apt,FALSE,FALSE,3,FALSE,0,1,10,96,1,1.413307029,0.28466056,-9.133,38.724,lisbon,weekend
136.0671452,Private room,FALSE,TRUE,2,FALSE,0,1,8,80,1,1.059467205,0.135260893,12.51109,41.90775,rome,weekday
201.321762,Private room,FALSE,TRUE,2,FALSE,1,0,8,80,1,5.022797559,0.533689071,-0.19267,51.52795,london,weekday
262.7825965,Entire home/apt,FALSE,FALSE,5,FALSE,1,0,9,90,2,2.436466021,0.270172629,12.51765,41.8822,rome,weekday
470.1427597,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,92,1,5.51707567,0.151797025,-0.17864,51.54629,london,weekday
579.5041476,Entire home/apt,FALSE,FALSE,4,TRUE,0,0,10,100,1,0.514867181,0.266215954,2.34892,48.86045,paris,weekday
268.2926829,Entire home/apt,FALSE,FALSE,6,FALSE,1,0,9,93,3,1.336315287,0.517755904,-9.12933,38.72131,lisbon,weekend
138.9637476,Entire home/apt,FALSE,FALSE,6,TRUE,1,0,10,98,2,2.225935751,1.078476763,23.74771,37.99308,athens,weekday
426.9868872,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,9,96,2,0.937469986,0.624735024,19.042,47.497,budapest,weekday
