id,realSum
36533,269.17362626339997
36534,250.14089019080006
36535,168.72448622826
36536,271.37878058719986
36537,677.1126595012996
36538,183.7828380365002
36539,283.1605556388001
36540,398.82419572475004
36541,172.16850579760003
36542,444.4010925214001
36543,240.66649225040013
36544,161.49648496596993
36545,142.20071182214983
36546,693.8596634830997
36547,103.55240436705002
36548,116.24444605712984
36549,152.44487145995998
36550,413.3638733009
36551,227.96113520780003
36552,159.1705390411298
36553,155.9346701429
36554,375.64425811299975
36555,174.91142669176998
36556,181.62188956939002
36557,293.4211870474999
36558,137.92328993973007
36559,224.35815928040017
36560,142.50062064333002
36561,517.2893122567996
36562,287.3834075382004
36563,188.84904027270002
36564,135.38973037080987
36565,195.0214792438999
36566,297.90939444869986
36567,133.8975090586
36568,93.46501300993013
36569,291.54146816109994
36570,153.0589098578399
36571,178.7296962283999
36572,156.3151654639
36573,180.12302312582008
36574,225.68459086220003
36575,632.9528894638995
36576,441.8077418881998
36577,258.78793919960003
36578,140.91993570952008
36579,265.02727357240036
36580,137.4836547705
36581,199.8517411298
36582,356.38393124259954
36583,167.74835823659987
36584,219.43897043880972
36585,551.9032943525998
36586,151.5679301559799
36587,693.8180071866001
36588,176.97010730919993
36589,171.12250040699016
36590,222.54079505069976
36591,207.3816071129098
36592,230.57259742070036
36593,428.7043804506998
36594,478.3805680925998
36595,308.35782967789993
36596,141.84380896431
36597,201.91974415369987
36598,238.48598825460004
36599,158.37042911339
36600,285.1784145963
36601,302.35659151535
36602,270.1477555830302
36603,146.89004517926983
36604,768.0097382642999
36605,1286.5093250223003
36606,128.4148630887201
36607,820.5471703514005
36608,243.54527894259988
36609,214.24355896180995
36610,306.83130953096
36611,181.94358253557016
36612,523.5755815826004
36613,247.1036861424002
36614,273.26784357920013
36615,202.4574140533999
36616,207.37483936530032
36617,313.3834040545998
36618,177.31445229219983
36619,444.15805337249975
36620,219.05327111846972
36621,165.87775689101994
36622,145.39730584689994
36623,96.02230919020994
36624,162.10031619956
36625,899.6734703967998
36626,345.42295861430006
36627,112.86148724702012
36628,391.96869393629976
36629,409.85912124880025
36630,123.27376662869993
36631,352.5230333540001
36632,186.16830302939005
36633,207.74471377882992
36634,119.38828801370978
36635,233.74649104959954
36636,337.52244369330003
36637,258.9670349680998
36638,244.94166930219984
36639,296.3953713423999
36640,166.5715548914399
36641,513.6803304855998
36642,220.01911855639995
36643,86.46467828408996
36644,119.5855962028199
36645,230.2917903517999
36646,255.14510308670026
36647,277.6279195197
36648,894.7120956490992
36649,143.7104181177201
36650,1194.6859878351986
36651,328.2220040517
36652,185.01250414817022
36653,360.75017057250017
36654,323.86950161140004
36655,246.7042148706997
36656,273.1856874994998
36657,277.5131017203001
36658,277.1847453708
36659,188.0229752503801
36660,244.83144487039993
36661,167.01328925960013
36662,201.65622542753994
36663,117.18633572623008
36664,180.75329596310002
36665,168.35797813229993
36666,104.76858903943001
36667,325.4712698582
36668,558.3113873871991
36669,152.79754838426996
36670,181.45982730931
36671,232.85826188329995
36672,714.0398672856994
36673,264.77696011929993
36674,219.71549689350005
36675,195.37716101749982
36676,522.1833497952892
36677,356.6113530794999
36678,192.0725416973901
36679,156.75221377199992
36680,298.08595852630026
36681,341.23874540800006
36682,292.16887011522
36683,379.54419022079986
36684,167.671728226
36685,527.7354428573003
36686,178.06110317930015
36687,168.36591273980008
36688,178.37465868036003
36689,254.12547497249994
36690,208.1084529730799
36691,1765.9207011403994
36692,193.83358441347002
36693,380.1795265226999
36694,140.15536015391004
36695,155.86559270598
36696,101.64424218082988
36697,218.01350856889988
36698,192.30847729729996
36699,176.2744911965301
36700,237.44027504149977
36701,457.1908956164005
36702,147.3113740721801
36703,242.35173192960008
36704,149.11527625717997
36705,174.0349062818399
36706,135.14176270795002
36707,281.9666391214
36708,292.0780939621001
36709,546.8892993832995
36710,146.14265498815996
36711,270.3906291465999
36712,147.00423602398
36713,160.50216432961
36714,121.85355241471005
36715,112.65343425341977
36716,92.48259735299015
36717,161.75380215662997
36718,156.18343094081004
36719,290.4242550880001
36720,284.39104952969984
36721,355.61609625413996
36722,1210.2904690814999
36723,240.7831751581
36724,853.8489955965005
36725,259.0203372114001
36726,140.38220889206002
36727,173.38605098760007
36728,194.65624950019998
36729,522.2209961690999
36730,154.78100906831997
36731,274.3076713679001
36732,190.72594295320008
36733,151.02299212477996
36734,91.09234501777007
36735,179.19531847887984
36736,75.22815959460002
36737,364.3637522354004
36738,163.86928270721998
36739,119.27329332797004
36740,275.38359031100003
36741,176.60837446494992
36742,125.00970236605006
36743,147.72058262022986
36744,340.1532647072
36745,147.25097089639002
36746,204.82883021699988
36747,116.44248119947004
36748,259.87756356439996
36749,502.7314917447005
36750,96.97416572330998
36751,175.11113907999993
36752,410.3149133449005
36753,539.1641024948996
36754,208.23415974989996
36755,693.2514199483002
36756,179.25489432826993
36757,357.65032833220005
36758,139.12705467408983
36759,184.11385482481998
36760,258.67093786449993
36761,225.44892624459987
36762,211.31066893379995
36763,143.98862436631995
36764,337.7106003801
36765,180.47467766930023
36766,358.45229076329997
36767,365.5273622655999
36768,327.29253152139995
36769,143.78911561311992
36770,123.4087127573099
36771,158.63672557412
36772,86.71227728098
36773,299.96090123149986
36774,214.07106005929992
36775,213.14221304079007
36776,172.48856764196015
36777,92.03312287600001
36778,82.52782790057003
36779,228.83839093329973
36780,212.8263551056198
36781,203.67745428150013
36782,215.35335650179977
36783,214.8172217955
36784,372.54184754169995
36785,529.0162742917997
36786,107.12064721692006
36787,340.5855624860005
36788,276.42559002449997
36789,520.9799717699999
36790,431.82949603209994
36791,520.6202824741996
36792,219.3556306989402
36793,147.66628153546998
36794,361.22372982334025
36795,203.13819079110004
36796,386.67447183970006
36797,412.9706352890994
36798,604.6319157616001
36799,408.83099351090016
36800,257.71252990119984
36801,617.4611920436998
36802,292.32496092640014
36803,264.60550455440034
36804,196.5974513034002
36805,155.09824301942996
36806,639.6310627014998
36807,174.2751609940798
36808,251.35506385130023
36809,227.9926455112
36810,305.4438578088999
36811,259.18678347559967
36812,258.76243431989974
36813,164.81852197208005
36814,562.2929837546994
36815,127.23091319977999
36816,191.86296090900012
36817,244.1720637498998
36818,178.37145897279999
36819,141.38681186072995
36820,218.39631745499997
36821,287.72315498900036
36822,755.1506359930006
36823,456.4842637201004
36824,313.0081743937999
36825,247.0055047209
36826,278.1921280429998
36827,164.0179051878499
36828,232.28617312490024
36829,337.9854760709
36830,264.57319949864007
36831,328.66190544029996
36832,195.39792409306997
36833,221.4667130231998
36834,236.05902742136007
36835,487.41723091380027
36836,168.69953083939998
36837,123.27459256500988
36838,213.19923568699997
36839,116.37482596592992
36840,386.2858377087003
36841,192.05648032023004
36842,189.2044026406001
36843,267.3110588927099
36844,306.97833209990006
36845,135.30947921812998
36846,509.98540964049954
36847,179.56616671794998
36848,249.07097084512992
36849,160.69134906538997
36850,203.65312195649997
36851,159.48518922874993
36852,491.42600553459994
36853,230.25385100549977
36854,154.32077700147985
36855,222.78803129529976
36856,116.11987738050003
36857,274.86053133110016
36858,296.4301769923
36859,258.2983428241002
36860,337.9110961348998
36861,457.2100298319998
36862,231.71569717399973
36863,181.3848498822202
36864,264.72730005601
36865,229.66878850739977
36866,125.85425133055
36867,149.50435529011006
36868,215.81855706430002
36869,296.3304254534801
36870,246.5905792014001
36871,158.44841451111992
36872,148.68882842179994
36873,333.4920004056797
36874,347.78624014540003
36875,285.5951045486
36876,190.32136918720013
36877,407.51633607739967
36878,263.57230673609973
36879,97.5387813321199
36880,149.3200380102199
36881,102.90745905204004
36882,404.93305544799944
36883,424.5302650433999
36884,126.0440637529101
36885,149.4180125481999
36886,258.28648769809985
36887,176.39303913546
36888,352.23633499879963
36889,167.51957521125001
36890,193.4938133206
36891,157.20125118995
36892,763.6939232064005
36893,551.7077758118
36894,284.4180437908
36895,490.4156621173004
36896,165.82033328011983
36897,393.0626285750994
36898,139.88039007947003
36899,139.88961848571
36900,353.4693592625
36901,139.11302227514014
36902,139.78884882425987
36903,222.97479811560004
36904,120.01044696429986
36905,243.29552265490014
36906,143.7881936701901
36907,587.5931500650001
36908,283.7022325997501
36909,254.22858644000016
36910,248.36409581720014
36911,335.1611570907999
36912,167.7108431163499
36913,147.43095213770002
36914,102.22701387053009
36915,118.86812523487005
36916,185.8676402185999
36917,208.25283536049986
36918,200.70379594249994
36919,182.7778583924
36920,119.10359187188995
36921,417.24419311010047
36922,158.88410709550988
36923,137.77940232237
36924,136.04731157721997
36925,245.1427411081004
36926,114.89372672558989
36927,219.71467361718973
36928,175.62833838204986
36929,169.90996133419986
36930,281.766583683
36931,831.0288581238004
36932,108.45054682736989
36933,174.18259355534997
36934,184.68568586868992
36935,227.94583221933985
36936,156.34820261109002
36937,412.4742989703993
36938,200.6003380578999
36939,305.0421595191999
36940,163.64704490213003
36941,161.56761205223992
36942,149.8536197875499
36943,970.9170872930011
36944,206.90287107812009
36945,122.70553368411014
36946,227.34287945393024
36947,156.79516320578995
36948,261.84905987450014
36949,187.10255191909982
36950,186.3873109502001
36951,102.98338527574994
36952,94.54347908869005
36953,245.34511059630017
36954,114.35313885227008
36955,171.62461557690986
36956,166.34741527862
36957,262.95863854390046
36958,195.1996193362201
36959,154.22938796029004
36960,128.21010942679993
36961,89.02877529374
36962,230.77604717188981
36963,127.26500618137987
36964,199.52915166840017
36965,123.08336761733997
36966,292.6799244461998
36967,127.93236669455999
36968,146.50101770507993
36969,477.4468018418001
36970,609.4691274955998
36971,383.6993164753999
36972,538.7913904448004
36973,186.28670011590012
36974,293.1115467728001
36975,1931.6056304856031
36976,398.1793737941
36977,113.39404247378987
36978,362.90493058709995
36979,292.3285557574
36980,161.94774324345002
36981,259.16291967143985
36982,203.5919968509899
36983,186.5943000591999
36984,131.5352243433699
36985,344.07656793364043
36986,154.13126766575976
36987,585.5065151184
36988,234.51696360769995
36989,147.82902358295001
36990,95.95410308888991
36991,299.33415521489985
36992,414.8837513790002
36993,156.14354693845996
36994,191.27756719530015
36995,146.35698993059998
36996,232.93197407969976
36997,748.7452164480994
36998,197.5732538974002
36999,218.38994297810004
37000,264.92069270909997
37001,1121.5311523038995
37002,185.31359479946
37003,468.31861294399977
37004,842.4423653127999
37005,127.40374477276991
37006,253.90379266512986
37007,860.1713238662002
37008,293.5480008907001
37009,510.0257239528001
37010,252.49557311375966
37011,165.63718549980018
37012,132.20095820706987
37013,187.14915573106995
37014,272.7513377082
37015,377.4962914622
37016,591.5864415207999
37017,251.5753950689
37018,436.6849804888996
37019,164.1697394337999
37020,187.9535412827999
37021,165.33596435024003
37022,193.2304403935001
37023,626.3027439779994
37024,200.1686513714
37025,196.31674225350028
37026,334.5713889919999
37027,477.4311241579999
37028,294.43194484679975
37029,185.02294123269985
37030,144.30101923315004
37031,194.37268786819996
37032,405.1918074725999
37033,617.0365628095998
37034,331.1726700858001
37035,175.6712219780998
37036,121.50503080573999
37037,196.9921213143
37038,229.47960061770016
37039,263.69527819410007
37040,87.60176223829008
37041,184.81596464327984
37042,268.54346933510004
37043,284.83588683790003
37044,134.6790790357
37045,259.99293157379986
37046,238.92704795809985
37047,381.4227704134001
37048,620.5057167083003
37049,117.49931251767019
37050,138.87734523457
37051,376.41135262659986
37052,130.35599975215
37053,350.91243683830004
37054,418.50078055720024
37055,141.66016269851005
37056,185.86735227770032
37057,109.29282537266009
37058,207.79957769950008
37059,179.87367569822996
37060,161.21997792133
37061,242.26618246222986
37062,210.57704994370005
37063,214.05859572115008
37064,226.1200597575997
37065,140.88396886556004
37066,202.70647487710008
37067,544.3853987507
37068,191.78902553132002
37069,178.24330228340003
37070,719.886277365
37071,373.7344814077001
37072,101.59981218990006
37073,412.3906453219998
37074,148.9721905879999
37075,264.4164747025001
37076,330.6129459508201
37077,144.09169633963992
37078,119.92831639826993
37079,259.76970207020014
37080,184.87452667506992
37081,133.20999059794002
37082,202.40771126560006
37083,180.6518345409401
37084,711.7785742555996
37085,149.35158062644987
37086,550.8378308962008
37087,222.27535390020003
37088,322.3360694213
37089,517.9015889808005
37090,194.39197263105996
37091,185.0513035157602
37092,161.38403849372992
37093,327.65701944569986
37094,212.47734080899994
37095,431.33049774330027
37096,177.83997020188013
37097,137.16950982460995
37098,224.5978310076997
37099,566.854881714
37100,97.58355240405011
37101,307.97296040879996
37102,353.452235183
37103,420.1869377447997
37104,92.62882853208
37105,208.86638913720003
37106,180.75655348506996
37107,272.30119819949994
37108,304.2732069476001
37109,170.55618120469993
37110,211.6561563603
37111,152.82422137950994
37112,244.82294448210004
37113,515.1000754866994
37114,287.13986044689966
37115,344.8855408082003
37116,110.37168059559006
37117,159.1549800034
37118,184.88119641209994
37119,294.48998828379996
37120,436.14912806459984
37121,167.41431947149988
37122,184.23230594340015
37123,265.9026039298998
37124,118.25382543332996
37125,200.01996657750004
37126,207.2509096380602
37127,310.07526810060006
37128,285.5032189833
37129,151.5000501657
37130,379.2239511024005
37131,103.59343004957996
37132,858.5150635291999
37133,228.96450535559998
37134,145.7234986093699
37135,284.58493388979986
37136,238.43026882859994
37137,136.57546303230012
37138,398.96488693050003
37139,243.34188020800013
37140,71.70942448781004
37141,143.17548815976002
37142,215.65728053200024
37143,132.52497687879972
37144,642.8262480586999
37145,176.90849949819994
37146,212.67668447200992
37147,180.79432917410028
37148,192.58521738339013
37149,192.5780231824
37150,218.65458760510012
37151,535.3574797923998
37152,272.1634816895
37153,241.89555481279984
37154,239.51254545629985
37155,260.4585300645
37156,758.3442996389998
37157,194.87951885161
37158,374.2204862748006
37159,235.07577629740004
37160,221.39517410199988
37161,273.8411783101
37162,1154.6918877322
37163,171.33509024295995
37164,197.04587024345997
37165,222.16473658108995
37166,180.47669211170017
37167,370.9582064437002
37168,102.43587941054996
37169,166.70681697223003
37170,132.71622808525996
37171,263.3109130455003
37172,144.64486216681001
37173,201.00586255709007
37174,282.20351932660026
37175,234.91597204720034
37176,156.75892157029
37177,242.81626258689997
37178,204.04568312381997
37179,267.41423872290005
37180,233.32802028940003
37181,243.5254421552499
37182,472.5604237417999
37183,1473.5799866338016
37184,256.90042389309986
37185,247.77509155919978
37186,272.6602588028
37187,319.5779212659
37188,357.28025863599987
37189,562.9155700996004
37190,290.9936489847
37191,561.5130847251002
37192,193.64804613110002
37193,354.9826636065002
37194,158.97485781030994
37195,134.31281499362
37196,148.29835720314992
37197,261.1841302327003
37198,737.4150544971009
37199,336.3199664567995
37200,112.66272385682
37201,116.0559680776101
37202,111.93750264783999
37203,207.6190079406002
37204,246.6863087259001
37205,222.16933959039997
37206,291.3968579942001
37207,367.7879950009
37208,333.57615126190007
37209,323.55177675699963
37210,398.5971999349997
37211,666.8669239169011
37212,774.0820371311987
37213,443.8292177864002
37214,456.9353017598994
37215,157.15521709679993
37216,338.25180360259986
37217,187.73024977501015
37218,287.3864648721
37219,222.82674424809986
37220,133.02044165310997
37221,379.9466812041
37222,153.33403802337997
37223,175.46660397660017
37224,429.90047137179994
37225,124.30406939472999
37226,1050.4607951060998
37227,734.5041020591008
37228,235.9612685726
37229,258.95111479089985
37230,239.28993254669984
37231,752.2182508442003
37232,219.40530350428003
37233,333.4282703605001
37234,140.8954139801101
37235,332.11389394009984
37236,197.48488954676992
37237,199.0150580599001
37238,187.60571544251002
37239,345.27204087610005
37240,247.02738403790002
37241,333.9875044296999
37242,172.03704333702004
37243,289.4636408222901
37244,135.28149510898004
37245,152.02149969876004
37246,217.35455241599988
37247,332.95389485170006
37248,203.79695256683
37249,581.2442429975997
37250,262.2623805977699
37251,128.5838144486501
37252,161.22985489459998
37253,1354.7860424652006
37254,253.52245710309995
37255,101.3284746750301
37256,173.67423571392
37257,369.08722629159996
37258,196.67252226505997
37259,415.2519375220996
37260,369.7092264452997
37261,388.3334635533002
37262,178.7611530638899
37263,385.78320667109955
37264,280.4010827197
37265,220.7344951836997
37266,450.49000128029985
37267,212.9843946639999
37268,173.13432973852994
37269,251.0643051642999
37270,211.51270786421014
37271,290.02404024230015
37272,596.9976523742
37273,274.9391190253999
37274,107.59053609121008
37275,702.6276738485993
37276,298.5777996014999
37277,524.8129713553004
37278,242.60951840860025
37279,179.03139831679994
37280,69.5575310828101
37281,661.40612713183
37282,831.9893929821001
37283,914.991302071599
37284,120.01314146353997
37285,386.34546031579964
37286,272.96015716260007
37287,244.3834684774001
37288,276.9771398797
37289,1904.0185185115997
37290,127.12522553741007
37291,181.60658179095003
37292,202.76558714164008
37293,138.9136612454101
37294,163.25666442142008
37295,329.3470216899998
37296,145.07510715176016
37297,534.5524227108003
37298,171.2167290187101
37299,294.2815639929
37300,166.68747424383
37301,151.93729747029982
37302,306.3446817121001
37303,117.56155067179003
37304,676.5903923143004
37305,280.6005930548999
37306,288.3344068808
37307,297.32306574680985
37308,212.68496263240016
37309,372.32594389710005
37310,155.31505466888987
37311,134.86348761840003
37312,248.9415943157998
37313,388.4990564309999
37314,427.9361464811999
37315,249.07244121070002
37316,264.0430270025001
37317,217.4486989759999
37318,244.27518929299987
37319,137.90406112786
37320,614.1209533719003
37321,278.7090381029397
37322,179.40281433678996
37323,190.4261410019002
37324,150.97435961264983
37325,215.06158111690007
37326,193.03778844049992
37327,267.36355807999996
37328,331.1141748893999
37329,176.07233458222993
37330,244.28871375849994
37331,4325.689644383742
37332,112.73334426339999
37333,180.2482195440998
37334,469.48998672759996
37335,227.57627288229986
37336,126.74218949419988
37337,330.7325345010998
37338,222.60681964306033
37339,448.26664385939984
37340,461.37460551000015
37341,212.39688054190003
37342,206.39514044800006
37343,274.21930913770007
37344,377.35596072350006
37345,196.34035971240013
37346,287.44419505050007
37347,131.5944151756902
37348,244.9911804031
37349,83.45271851452007
37350,223.53822167259995
37351,131.49673096294003
37352,188.72408765871987
37353,279.01226360080005
37354,148.39989967185977
37355,630.1837197791999
37356,164.22689866470998
37357,156.82586178599
37358,244.8699272260999
37359,107.15033858182993
37360,164.05293286440002
37361,283.57876556220015
37362,433.8376731963
37363,123.06379705519991
37364,507.5407697100002
37365,156.24572533345005
37366,104.11575658340988
37367,282.0460815757001
37368,271.8229423926
37369,923.1760463649002
37370,1072.6491372558
37371,89.44785337178996
37372,134.10922177380002
37373,433.67149983139984
37374,229.6101440263001
37375,227.63995112280008
37376,181.83466381930018
37377,1101.4198959841
37378,278.4897129181001
37379,196.3127516334002
37380,162.08450439166998
37381,149.71716677961993
37382,250.54632235029973
37383,258.47685745500013
37384,426.4152330985001
37385,136.90326993852
37386,245.0630702268999
37387,487.8203381906
37388,172.58848562053998
37389,293.5306298970998
37390,214.1826415833997
37391,119.83302063215994
37392,1076.9994003825
37393,183.13548145958018
37394,601.4124486066008
37395,139.3191508064398
37396,410.8336496937999
37397,158.16564156796997
37398,148.26987538377998
37399,207.0811897753901
37400,168.52676473118015
37401,142.72212636677995
37402,207.93357470770022
37403,348.94776526769994
37404,216.62268976210007
37405,376.1151966345
37406,546.0944469355003
37407,605.1232341148001
37408,141.71381685903
37409,259.5771173005599
37410,148.65013220378006
37411,629.8747861257999
37412,278.93453337679995
37413,259.1646586763002
37414,286.2311155468
37415,416.14975573929996
37416,322.63982245339963
37417,320.01202421989996
37418,566.3517275217
37419,117.01089880545983
37420,86.23458447058998
37421,316.76749135800003
37422,119.27172735378983
37423,116.4444933820498
37424,341.7216975423995
37425,376.3420835704998
37426,223.27999807919997
37427,282.716795758
37428,384.29611504049996
37429,142.80561913403994
37430,101.73638990608993
37431,145.50851025498
37432,1278.5997257336987
37433,179.1846013895002
37434,158.12208013212992
37435,200.07045289180996
37436,875.6872483524999
37437,128.69030745215
37438,193.030173697
37439,222.98531430824994
37440,186.63226353841998
37441,115.23291020328004
37442,512.9317836432
37443,259.1449227415
37444,142.70020511276988
37445,418.3183426474001
37446,1290.3403815482995
37447,161.66704932354992
37448,167.43976759914995
37449,213.47362079520008
37450,161.76364934170988
37451,158.37617060865
37452,261.3516832217002
37453,262.8364919969296
37454,314.10584625840016
37455,271.9480433621996
37456,102.62933707210999
37457,206.19656819159982
37458,94.77176945980987
37459,197.15704623901993
37460,157.53737796889988
37461,144.67147014946
37462,233.36334413018002
37463,101.49172203705
37464,120.79103501588995
37465,152.41076080659994
37466,241.2359111458999
37467,350.45779319950026
37468,203.87182829039972
37469,119.53032541491986
37470,235.5889299292999
37471,93.28614873741999
37472,108.8587041799701
37473,174.12103712042992
37474,297.5461207359999
37475,493.91149273349987
37476,398.4268450958999
37477,395.04736040836013
37478,182.33591858829993
37479,207.04465129708
37480,663.6374427277998
